loan_id,customer_id,borrower_name,age,employment_status,annual_income,credit_score,loan_type,loan_amount,interest_rate,loan_term_months,loan_status,disbursement_date,current_balance,monthly_payment
LN63653602,CUST777875,Annemarie Penfold,66,Full-time,101319,797,Business,25408,7.88,36,Current,2023-09-24,68157,744.49
LN64554640,CUST282398,Alene Jedrys,35,Unemployed,50281,784,Auto,64315,4.0,72,Paid Off,2023-12-07,34928,653.02
LN29431511,CUST158569,Aleta Russe,27,Unemployed,97048,662,Personal,68974,12.09,24,Default,2023-03-28,62723,1405.3
LN77465278,CUST173971,Kylie Braidley,53,Contract,118164,756,Auto,6333,12.91,12,Default,2023-04-30,59792,1036.62
LN88039939,CUST303923,Ida Prettyjohn,60,Self-employed,138231,584,Business,55128,16.33,48,Late (16-30 days),2023-01-27,69583,758.75
LN87621342,CUST767415,Carmina Hankard,41,Part-time,126240,791,Home Improvement,10182,17.23,48,Paid Off,2023-04-26,23953,313.53
LN45175680,CUST523806,Tomkin Itzcovichch,51,Contract,147529,840,Personal,53794,12.23,48,Active,2024-05-16,5548,1054.58
LN34975624,CUST595873,Donelle Jacquot,30,Full-time,43586,753,Auto,54278,10.48,24,Late (16-30 days),2023-05-11,53971,967.23
LN70532213,CUST233482,Matthaeus Dellatorre,29,Self-employed,110551,757,Business,43789,14.71,72,Paid Off,2023-09-24,49287,242.13
LN55922428,CUST360319,Clara Devitt,22,Part-time,108036,576,Home Improvement,18202,17.75,48,Default,2023-04-07,32846,792.93
LN85730219,CUST629085,Sisile Tonsley,26,Contract,49747,649,Debt Consolidation,20236,5.67,24,Late (16-30 days),2023-01-17,53483,1149.01
LN36728328,CUST519651,Rona Goodlake,33,Part-time,138630,699,Personal,25299,11.15,36,Late (16-30 days),2023-11-23,66399,751.64
LN56934636,CUST292224,Harlene Quaif,46,Full-time,111068,641,Auto,34888,18.52,12,Paid Off,2023-05-08,19323,447.48
LN61879292,CUST252864,Mendie Charlo,61,Contract,108172,577,Medical,53871,15.85,12,Paid Off,2024-07-27,31094,932.09
LN31235997,CUST615374,Allistir Remington,53,Part-time,76782,697,Auto,6843,7.57,72,Paid Off,2023-08-16,67073,1466.3
LN98350148,CUST143275,Kristin Grimditch,33,Part-time,34940,827,Medical,22113,5.35,24,Paid Off,2023-01-29,50388,1047.19
LN33557574,CUST902568,Dniren Scutter,39,Contract,37633,801,Home Improvement,25205,10.83,48,Active,2023-07-23,22705,689.73
LN58619960,CUST260084,Izzy Padwick,61,Contract,119529,681,Business,36704,15.79,12,Active,2023-03-09,34987,1238.86
LN31869085,CUST545173,Matthew Boutcher,22,Part-time,76877,555,Auto,49119,4.22,48,Active,2023-04-07,27384,670.98
LN31898408,CUST185676,Hailee Welland,29,Unemployed,140790,791,Business,31256,5.43,72,Late (16-30 days),2023-02-12,14618,711.09
LN61785422,CUST178544,Balduin Haker,46,Contract,129974,641,Home Improvement,66584,6.1,72,Late (31+ days),2023-03-11,68730,258.56
LN38185180,CUST333886,Roscoe Brockett,52,Full-time,87620,564,Debt Consolidation,41595,17.71,60,Paid Off,2024-07-10,68906,485.15
LN27725005,CUST887245,Rice Chatenet,68,Unemployed,94930,750,Personal,51537,6.08,60,Paid Off,2023-10-08,12295,586.06
LN34836068,CUST897874,Chrystel Bennion,40,Self-employed,140245,757,Auto,16474,15.96,60,Late (16-30 days),2023-12-29,9425,1328.73
LN42901676,CUST130473,Obediah Beggini,62,Part-time,131509,773,Home Improvement,30496,13.19,36,Late (16-30 days),2023-10-10,11152,434.0
LN41476991,CUST278430,Novelia Burcombe,48,Unemployed,96539,554,Debt Consolidation,8975,8.09,72,Current,2024-01-29,57315,505.34
LN63129968,CUST615709,Gris Gwalter,32,Part-time,77408,825,Personal,51402,16.01,60,Late (31+ days),2024-02-06,1493,645.38
LN99478662,CUST153721,Banky De Cruze,59,Part-time,141064,777,Home Improvement,5459,4.08,60,Paid Off,2023-01-25,54554,822.63
LN20396185,CUST153414,Nanni Neumann,29,Part-time,41951,713,Home Improvement,47905,8.95,60,Current,2024-03-16,69246,546.69
LN45286833,CUST838064,Floris Otter,67,Full-time,130301,691,Debt Consolidation,22221,17.78,72,Late (31+ days),2024-06-08,8157,1312.0
LN51184635,CUST282635,Gusella Sutty,63,Part-time,113899,680,Auto,57676,18.94,48,Active,2023-09-09,36018,1381.61
LN75791935,CUST795151,Barron Speedy,47,Part-time,60959,744,Debt Consolidation,73619,18.57,72,Late (16-30 days),2024-01-14,26114,740.67
LN82090761,CUST529222,Heida Conlon,42,Self-employed,46941,580,Business,72004,6.88,12,Current,2024-06-26,39058,691.79
LN27988933,CUST500967,Melania Sandry,55,Full-time,66967,655,Business,71994,16.1,72,Late (16-30 days),2023-12-01,5708,659.93
LN59494642,CUST520132,Adriana Tait,68,Part-time,81054,782,Debt Consolidation,62053,11.23,24,Active,2023-08-18,69312,1240.92
LN58013291,CUST164384,Letitia Cheyenne,45,Unemployed,122065,659,Home Improvement,22740,15.01,48,Current,2023-12-29,39970,896.44
LN27956409,CUST596251,Catarina Warbrick,24,Contract,44841,802,Personal,45318,12.79,36,Default,2024-04-07,17657,956.13
LN54235416,CUST519896,Lydie Brockelsby,69,Contract,140375,643,Personal,21813,11.25,72,Late (16-30 days),2023-08-08,42944,965.36
LN93555671,CUST609863,Filippa Iacavone,51,Unemployed,135843,659,Personal,68605,14.7,12,Default,2023-10-09,16985,1158.27
LN40662322,CUST383982,Milena Van Haeften,44,Contract,112082,760,Debt Consolidation,41401,12.53,60,Paid Off,2024-06-04,8929,495.73
LN98982393,CUST523084,Barri McAteer,26,Self-employed,102278,847,Medical,44465,5.21,72,Paid Off,2023-12-22,66246,1018.58
LN22137767,CUST281456,Corry MacAllester,29,Unemployed,91682,727,Home Improvement,49899,17.43,12,Late (31+ days),2023-12-07,50981,206.78
LN76690219,CUST771922,Binny Novik,67,Contract,33825,607,Auto,23859,15.25,12,Current,2024-07-23,42211,783.84
LN52836189,CUST694626,Athene Carpe,52,Unemployed,92812,669,Auto,39882,12.3,60,Active,2023-03-13,52764,307.57
LN16528769,CUST972026,Chris Broker,51,Unemployed,87855,732,Business,67984,6.51,60,Current,2023-11-01,52863,943.69
LN81746157,CUST722352,Ethyl Silverston,57,Unemployed,30959,609,Debt Consolidation,55241,11.67,60,Active,2023-04-08,37657,1389.27
LN81784740,CUST791917,Padget Niemetz,26,Full-time,95075,586,Business,31371,17.95,72,Current,2024-03-21,45878,1399.26
LN49091871,CUST324495,Hannah Rowat,29,Part-time,110728,558,Debt Consolidation,20034,8.01,36,Current,2024-01-03,23909,933.43
LN85754294,CUST854311,Clerkclaude MacGuigan,35,Contract,70060,632,Home Improvement,11547,12.49,24,Default,2024-02-21,60359,444.41
LN69216649,CUST649746,Baxter Eubank,65,Self-employed,111896,653,Personal,47946,9.66,60,Active,2023-11-13,56715,637.34
LN22090680,CUST823226,Ulysses Alfonso,39,Full-time,143980,731,Debt Consolidation,59982,9.7,36,Late (31+ days),2023-09-23,33610,1462.82
LN15683695,CUST207641,Daffi Timblett,63,Full-time,148654,682,Business,22591,6.99,24,Default,2023-12-09,59839,763.05
LN48646892,CUST367049,Seamus Tomashov,29,Part-time,127435,755,Home Improvement,12639,11.08,36,Current,2023-06-28,24980,707.25
LN17084630,CUST724081,Curr Halpine,65,Part-time,122480,779,Medical,50138,13.04,36,Active,2023-10-10,14576,658.35
LN67981747,CUST649755,Ambrosi Ainscow,28,Contract,34400,597,Debt Consolidation,39564,5.49,72,Paid Off,2023-04-16,43152,310.94
LN67401538,CUST704293,Isaac Songist,21,Part-time,105365,557,Personal,21390,8.35,36,Late (31+ days),2023-10-30,51388,1399.66
LN71572109,CUST195977,Tanya Derrington,41,Self-employed,115303,792,Auto,57628,13.93,60,Late (31+ days),2023-12-10,63191,184.69
LN98547008,CUST174330,Brandy Barenski,31,Full-time,122437,704,Medical,22772,8.13,24,Late (31+ days),2023-12-19,16451,405.75
LN22428185,CUST835129,Hyacinth Panniers,38,Part-time,60190,841,Debt Consolidation,67957,14.19,24,Default,2023-04-03,62699,895.52
LN95980182,CUST405660,Suzette Conti,45,Self-employed,91854,768,Personal,17727,10.31,36,Late (31+ days),2024-03-28,44672,1348.87
LN27693774,CUST155066,Jobey D'eath,29,Unemployed,107266,800,Home Improvement,62760,9.29,60,Active,2023-11-18,19270,941.08
LN30286456,CUST515303,Yul Josipovic,65,Part-time,91461,619,Home Improvement,40780,10.81,72,Active,2023-06-09,51076,1042.03
LN96554304,CUST193279,Natasha Boliver,64,Unemployed,71711,655,Auto,40405,16.78,48,Late (31+ days),2024-02-18,45799,1286.18
LN32267704,CUST614528,Redford Font,62,Unemployed,97663,562,Home Improvement,28573,16.17,72,Default,2023-09-20,42451,573.4
LN55394549,CUST499519,Kenna Bernardoux,56,Contract,128619,783,Personal,16645,16.33,72,Current,2023-02-20,17317,831.53
LN56378074,CUST793404,Kristal Timbrell,66,Full-time,106690,552,Medical,67714,7.89,36,Late (16-30 days),2023-02-23,7101,1064.36
LN14382150,CUST979468,Janet Danielou,38,Self-employed,108756,669,Medical,56734,12.21,24,Active,2024-07-10,4628,1049.45
LN73707108,CUST282702,Kiah Brunskill,46,Part-time,127229,622,Home Improvement,6239,18.06,12,Default,2024-01-18,18276,1238.49
LN54429473,CUST741149,Dino Flea,67,Self-employed,38082,566,Personal,44142,17.1,24,Late (16-30 days),2023-12-15,18616,829.95
LN69078226,CUST396541,Mathilde Breach,38,Contract,115420,582,Home Improvement,15736,16.91,48,Default,2023-12-30,52216,717.72
LN31146596,CUST691797,Danna Upstell,48,Self-employed,58879,846,Business,41935,16.72,36,Current,2023-08-01,18740,312.67
LN84096295,CUST516755,Editha Conry,59,Full-time,45655,808,Business,44961,13.25,48,Active,2024-03-17,4347,978.38
LN29172551,CUST491272,Tomkin Itzcovichch,51,Contract,147529,840,Personal,53794,12.23,48,Active,2024-05-16,5548,1054.58
LN72259553,CUST466009,Perla Chesterton,32,Unemployed,146499,707,Personal,43704,17.67,12,Current,2023-08-04,62929,902.03
LN92277399,CUST862172,Redford Duplan,37,Full-time,60607,647,Home Improvement,28794,4.2,24,Late (16-30 days),2024-01-28,47370,1308.55
LN33556785,CUST942545,Carina Beedom,62,Unemployed,80546,642,Debt Consolidation,56543,4.23,36,Late (16-30 days),2023-01-31,61971,1282.56
LN81453614,CUST363763,Faustina Drew,36,Unemployed,112156,742,Personal,42331,15.86,36,Late (16-30 days),2023-10-22,537,1492.23
LN16284633,CUST909203,Oona Ossenna,21,Unemployed,118017,622,Home Improvement,58710,14.47,12,Late (31+ days),2023-03-12,45457,698.13
LN99106537,CUST192504,Gracie Palfery,51,Unemployed,109221,567,Home Improvement,22420,12.16,36,Active,2024-05-24,8878,1425.12
LN65877109,CUST377867,Eddie Oglevie,40,Unemployed,107917,778,Personal,30687,9.93,12,Late (31+ days),2023-04-26,36692,619.53
LN80767400,CUST982291,Golda Fussen,45,Part-time,113699,632,Business,33092,17.6,36,Late (31+ days),2023-09-29,30577,1470.25
LN13629049,CUST900080,Beulah Gilsthorpe,33,Full-time,55023,550,Business,70089,15.07,12,Current,2023-01-08,9010,843.55
LN19719276,CUST347487,Dag Moral,30,Full-time,113625,666,Business,8199,13.55,72,Late (31+ days),2024-03-17,10908,1342.52
LN59468364,CUST445890,Bowie Branno,44,Self-employed,79741,710,Business,54731,13.88,36,Current,2024-07-24,46594,281.43
LN95284045,CUST906176,Cybil Skillitt,43,Contract,44892,794,Medical,71519,16.42,48,Active,2023-08-19,47809,1398.6
LN94027595,CUST190974,Lou Tiebe,40,Full-time,133315,752,Personal,62518,5.65,12,Paid Off,2023-05-20,35499,195.96
LN33017872,CUST581565,Lacey Kenchington,33,Part-time,148017,706,Home Improvement,58602,8.92,48,Late (31+ days),2023-03-28,59827,912.36
LN90767962,CUST185934,Brenn Harker,56,Contract,73767,748,Home Improvement,67228,13.94,12,Late (31+ days),2024-04-02,64890,1000.42
LN40818129,CUST585962,Shirleen Carrane,70,Contract,135258,720,Business,10568,9.58,48,Paid Off,2023-01-27,61173,1480.99
LN57957484,CUST597459,Ramonda Gross,32,Self-employed,116016,695,Auto,39188,12.4,36,Paid Off,2024-04-10,8866,470.52
LN23145146,CUST785762,Piggy Sellack,67,Contract,136815,635,Auto,72281,18.31,48,Late (16-30 days),2024-02-10,4634,1236.53
LN69316699,CUST423688,Annnora Brixey,33,Contract,34251,679,Auto,37151,14.59,60,Default,2023-12-22,19672,924.56
LN49514926,CUST435336,Teri Cottrell,46,Full-time,33708,777,Personal,20321,18.63,48,Default,2023-12-05,19653,342.02
LN12186580,CUST752022,Ida Prettyjohn,60,Self-employed,138231,584,Business,55128,16.33,48,Late (16-30 days),2023-01-27,69583,758.75
LN44565739,CUST877421,Nehemiah Bountiff,34,Contract,135506,783,Home Improvement,24358,14.86,60,Late (31+ days),2023-04-12,52741,396.98
LN32234824,CUST131717,Kip Bugs,38,Self-employed,57408,836,Home Improvement,72313,7.32,60,Active,2023-05-16,33311,835.91
LN11591733,CUST785157,Bidget Hirsthouse,61,Self-employed,66741,767,Business,41077,12.71,72,Paid Off,2023-10-09,31456,1013.64
LN43284875,CUST417037,Herman Pinder,25,Contract,47485,748,Auto,71664,16.31,24,Active,2024-02-08,20833,346.57
LN93868725,CUST149964,Eva Gabrieli,22,Unemployed,117996,556,Auto,8694,15.69,48,Active,2023-12-15,50925,567.8
LN37849807,CUST340889,Rozanne Buffham,27,Contract,115339,823,Debt Consolidation,30385,12.02,24,Late (16-30 days),2024-03-08,8015,1286.02
LN34616943,CUST389752,Linnell Deverick,39,Part-time,105489,833,Debt Consolidation,53875,16.18,12,Paid Off,2024-07-06,36616,634.51
LN27387149,CUST654974,Dorey Westoll,62,Unemployed,92626,741,Auto,27407,12.98,12,Default,2024-03-08,45545,249.67
LN46836892,CUST981118,Hephzibah Flemyng,36,Contract,55341,824,Auto,43196,13.8,72,Active,2023-10-26,57842,238.87
LN95566176,CUST911429,Elisha Archer,67,Full-time,116414,616,Personal,70356,18.08,48,Late (16-30 days),2023-04-07,7137,1189.37
LN70140245,CUST426684,Sharron Tomaino,22,Self-employed,123936,769,Personal,71943,10.41,60,Current,2023-10-31,27294,1199.67
LN83005457,CUST367962,Tyler Josiah,64,Unemployed,77647,831,Medical,43315,9.3,36,Default,2024-06-13,43392,674.41
LN75955520,CUST892823,Tomkin Nussey,26,Full-time,121770,731,Business,38957,13.4,48,Paid Off,2023-09-21,15993,223.45
LN43875313,CUST775782,Ida Prettyjohn,60,Self-employed,138231,584,Business,55128,16.33,48,Late (16-30 days),2023-01-27,69583,758.75
LN84751827,CUST608191,Maressa Crothers,58,Contract,98774,675,Medical,5188,16.88,24,Default,2024-01-11,11189,1048.43
LN65045513,CUST195224,Antoni Chucks,61,Self-employed,100430,629,Home Improvement,9109,11.38,72,Current,2023-02-14,48568,1393.46
LN52848116,CUST712945,Welbie Youson,65,Part-time,113481,707,Medical,38586,17.1,36,Late (31+ days),2024-06-09,46539,1103.49
LN84900487,CUST698372,Westbrook Carlino,61,Self-employed,80484,725,Debt Consolidation,24194,18.22,72,Default,2023-05-18,28069,628.56
LN18747534,CUST969095,Annnora Brixey,33,Contract,34251,679,Auto,37151,14.59,60,Default,2023-12-22,19672,924.56
LN29628657,CUST575850,Jilli Bedwell,31,Part-time,73013,843,Personal,51962,8.85,36,Active,2023-08-24,9901,1390.88
LN72470322,CUST228919,Alix Vaan,21,Part-time,59683,718,Debt Consolidation,46077,17.77,60,Paid Off,2023-08-29,20705,929.23
LN18692403,CUST649258,Lennie Quiddinton,27,Full-time,100331,825,Medical,61416,7.74,72,Late (16-30 days),2023-08-11,48789,1150.57
LN36262397,CUST650645,Ryun Iacopetti,66,Contract,139026,641,Personal,56991,9.42,24,Paid Off,2023-10-18,58415,1282.17
LN18177701,CUST759351,Tandy Witherden,47,Self-employed,46171,648,Auto,9346,9.28,12,Current,2023-11-16,2104,888.11
LN82323475,CUST228701,Isabeau Eccleshall,55,Unemployed,97141,651,Personal,11515,11.39,48,Current,2023-02-12,63069,329.79
LN97503456,CUST992961,Thorvald Boldra,52,Unemployed,104787,643,Home Improvement,27484,12.66,72,Active,2023-10-15,30714,1175.31
LN45696723,CUST891759,Gris Gwalter,32,Part-time,77408,825,Personal,51402,16.01,60,Late (31+ days),2024-02-06,1493,645.38
LN18618333,CUST512945,Laurent Ilyinykh,49,Unemployed,53681,769,Personal,64144,14.53,12,Late (31+ days),2023-12-19,13086,1438.62
LN23710834,CUST634510,Cybil Skillitt,43,Contract,44892,794,Medical,71519,16.42,48,Active,2023-08-19,47809,1398.6
LN18864189,CUST498506,Roxana O'Kinneally,41,Self-employed,33241,741,Personal,40538,13.52,24,Active,2023-01-19,28114,433.79
LN81488692,CUST851522,Mahmud Pottberry,58,Contract,52882,789,Medical,29096,9.51,24,Late (16-30 days),2024-02-07,9037,1057.09
LN20561787,CUST175836,Artemas Train,68,Contract,116893,762,Medical,56145,8.95,12,Late (31+ days),2024-02-07,27885,335.1
LN55584773,CUST335958,Danny Hamprecht,21,Self-employed,122417,835,Personal,64831,9.33,36,Default,2024-05-23,64,1060.57
LN18456092,CUST616021,Berky Laban,49,Unemployed,36860,811,Home Improvement,44585,9.78,60,Active,2023-06-15,14970,635.55
LN28650195,CUST864499,Madeline Budgen,40,Contract,35611,732,Personal,73644,16.94,12,Active,2023-11-13,61921,537.58
LN95307010,CUST996232,Bobinette Spadazzi,39,Full-time,72992,781,Auto,20771,14.96,60,Current,2023-10-14,48607,535.17
LN79735405,CUST764621,Kalila Mingotti,26,Full-time,92806,751,Personal,23092,4.88,12,Late (16-30 days),2024-01-14,48572,1250.57
LN91379931,CUST771679,Elvira Himpson,36,Part-time,43635,598,Auto,21645,10.61,60,Late (31+ days),2023-05-02,27076,1363.4
LN26732173,CUST421303,Roxana O'Kinneally,41,Self-employed,33241,741,Personal,40538,13.52,24,Active,2023-01-19,28114,433.79
LN48412317,CUST801438,Jory Spurdens,49,Unemployed,106308,784,Personal,19352,11.06,72,Paid Off,2023-11-17,26416,1096.89
LN78591172,CUST509637,Hughie McDiarmid,50,Self-employed,81925,583,Auto,36405,8.87,60,Late (31+ days),2023-04-11,50981,608.15
LN66658055,CUST745790,Perle Woodison,67,Self-employed,120434,667,Auto,12451,14.33,24,Late (31+ days),2023-09-01,62040,262.25
LN35026842,CUST650567,Alissa Hasker,52,Full-time,144831,746,Home Improvement,46382,9.11,24,Active,2023-04-26,7174,1119.08
LN79818100,CUST168903,Marsh Baughan,41,Self-employed,81821,658,Auto,12054,5.77,36,Default,2023-11-06,9600,1227.07
LN81437703,CUST271493,Barclay Gilchrest,33,Full-time,117395,840,Debt Consolidation,10719,12.95,48,Current,2024-06-19,23830,241.57
LN11970522,CUST323517,Ede Safhill,39,Unemployed,61750,732,Home Improvement,60601,4.65,12,Current,2023-09-08,7166,1249.42
LN83207890,CUST626977,Brittaney Jeremiah,64,Part-time,42495,691,Personal,9303,14.61,48,Late (31+ days),2023-09-25,23596,505.05
LN91396454,CUST356530,Marna Arundel,50,Self-employed,134685,641,Auto,9435,9.51,24,Late (16-30 days),2024-03-21,39331,952.66
LN49981189,CUST447207,Tomkin Nussey,26,Full-time,121770,731,Business,38957,13.4,48,Paid Off,2023-09-21,15993,223.45
LN74529767,CUST597369,Matthew Boutcher,22,Part-time,76877,555,Auto,49119,4.22,48,Active,2023-04-07,27384,670.98
LN60943064,CUST443263,Alexandr Coult,24,Unemployed,62407,695,Business,50505,9.9,72,Default,2024-01-22,12792,1125.47
LN85581369,CUST459728,Brigit Mitchely,60,Contract,100105,584,Auto,53709,8.29,12,Active,2024-01-21,23526,1137.02
LN83093250,CUST524761,Jean McPhilip,26,Self-employed,91948,758,Auto,41555,13.41,60,Paid Off,2024-02-26,38487,1006.97
LN63448235,CUST150118,Chrystel Bennion,40,Self-employed,140245,757,Auto,16474,15.96,60,Late (16-30 days),2023-12-29,9425,1328.73
LN79300563,CUST284372,Marie-jeanne Greim,48,Part-time,78816,621,Auto,51244,17.72,24,Late (31+ days),2024-01-23,26706,815.51
LN43878729,CUST358055,Tanya Derrington,41,Self-employed,115303,792,Auto,57628,13.93,60,Late (31+ days),2023-12-10,63191,184.69
LN83441648,CUST706391,Bertine Averies,29,Part-time,117265,844,Debt Consolidation,71153,10.97,24,Current,2023-03-09,12838,585.27
LN45795855,CUST940602,Gar Stracey,48,Self-employed,57536,785,Debt Consolidation,13498,8.57,12,Late (16-30 days),2024-03-02,31531,264.89
LN10622800,CUST159218,Lydon Fairtlough,35,Contract,117159,740,Medical,70777,6.63,36,Active,2023-03-05,38450,1018.03
LN16417514,CUST941453,Layla Rickerby,33,Part-time,100196,746,Home Improvement,8585,17.23,48,Late (16-30 days),2023-10-28,14626,358.95
LN19143292,CUST640944,Donnamarie Gawkroge,42,Unemployed,97272,850,Personal,25133,4.08,48,Current,2024-02-18,41997,809.77
LN69040201,CUST927329,Myrta Boyles,40,Self-employed,115470,662,Auto,32980,4.46,72,Late (31+ days),2023-08-18,13511,695.93
LN69091184,CUST695265,Dalston Abramcik,40,Full-time,141802,752,Personal,33871,16.75,48,Late (31+ days),2023-06-11,42926,746.02
LN32317784,CUST962950,Roderigo Le Gassick,22,Contract,114829,800,Personal,46250,11.91,48,Active,2024-06-20,16824,1110.72
LN96186158,CUST571688,Casper Faughnan,28,Part-time,67936,791,Business,31189,5.67,72,Paid Off,2023-12-23,33081,1463.53
LN90537320,CUST327376,Sharron Tomaino,22,Self-employed,123936,769,Personal,71943,10.41,60,Current,2023-10-31,27294,1199.67
LN30801676,CUST113352,Ferdy Wadhams,28,Contract,130418,770,Business,56303,5.29,24,Late (31+ days),2023-03-29,1691,1068.21
LN61489709,CUST964823,Bertine Averies,29,Part-time,117265,844,Debt Consolidation,71153,10.97,24,Current,2023-03-09,12838,585.27
